meshblock_id,census_year_id,household,looking_after_child_not_own_household,looking_after_child_own_household,looking_after_not_own_household_member_who_is_ill_or_disable,looking_after_own_household_member_who_is_ill_or_disabled,none,not_elsewhere_included,total,total_stated,voluntary
42002,3,48,9,27,9,6,6,21,0,57,12
42101,3,21,9,9,3,3,0,6,3,27,6
42102,3,24,9,18,6,3,3,15,3,30,9
42103,3,27,18,18,12,9,3,9,3,27,12
42201,3,0,0,0,0,0,27,3,33,30,0
42202,3,99,33,51,24,21,9,42,0,114,27
42300,3,72,21,33,15,12,6,42,3,78,24
42400,3,48,12,18,9,3,3,6,12,54,12
42500,3,39,9,18,3,12,12,21,36,51,9
42600,3,21,3,6,6,3,6,3,78,27,6
42700,3,60,18,33,9,18,6,9,6,69,15
42800,3,0,0,0,0,0,0,0,0,0,0
42900,3,21,6,6,3,3,3,6,9,21,3
43000,3,60,15,24,15,9,18,39,3,81,24
43100,3,33,9,15,6,9,12,15,63,45,6
43200,3,51,15,27,12,15,3,24,21,63,18
43300,3,30,6,18,3,6,6,6,21,39,12
43400,3,18,3,9,0,0,3,6,444,21,6
43500,3,72,12,27,12,12,6,12,48,84,21
43600,3,30,9,12,9,9,6,15,102,36,3
43700,3,9,0,6,0,0,0,0,3,12,0
43800,3,132,18,54,9,12,12,18,24,147,18
43902,3,15,3,3,0,0,3,3,0,18,3
43904,3,129,30,48,15,9,3,6,33,141,27
43905,3,108,9,36,9,12,9,6,33,123,21
43906,3,147,24,45,9,9,24,18,42,171,27
43907,3,93,18,36,9,12,12,9,27,108,18
44003,3,114,18,48,12,15,9,12,21,126,18
44004,3,87,15,42,6,12,6,3,42,96,15
44005,3,105,15,33,9,9,9,9,66,114,15
44006,3,66,6,30,3,9,0,15,9,69,15
44007,3,9,0,0,0,0,0,0,6,12,0
44008,3,39,6,15,0,3,9,9,15,45,3
44101,3,0,0,0,0,0,0,0,0,0,0
44102,3,147,27,48,18,18,12,33,51,159,48
44201,3,24,3,12,9,9,6,6,3,39,9
44202,3,0,0,0,0,0,0,0,0,0,0
44301,3,72,18,33,6,3,6,6,33,78,18
44302,3,0,0,0,0,0,0,0,0,0,0
44402,3,6,0,0,0,0,0,0,0,9,0
44403,3,78,18,24,15,0,9,3,27,90,21
44404,3,108,12,30,9,6,9,9,15,117,27
44405,3,36,6,9,3,0,6,3,6,45,12
44406,3,96,12,24,9,6,9,3,24,108,18
44501,3,213,33,75,30,18,18,12,84,228,45
44503,3,15,0,6,0,0,3,0,0,18,0
44504,3,63,12,33,12,12,3,15,9,72,12
44505,3,63,18,24,6,6,3,9,24,69,15
44506,3,36,6,12,3,3,3,0,33,36,6
44507,3,63,15,12,3,3,0,3,6,66,21
44508,3,42,6,12,6,3,6,0,9,45,12
44602,3,78,9,15,9,6,9,6,42,84,18
44603,3,30,15,9,6,3,0,3,48,36,9
44604,3,36,12,18,3,3,3,3,9,39,6
44605,3,72,12,24,3,6,6,6,24,78,9
44606,3,33,6,15,6,3,0,3,81,33,6
44607,3,57,9,21,3,0,6,6,15,63,18
44608,3,36,3,6,0,3,3,3,0,39,6
44609,3,39,9,21,3,3,3,3,12,42,9
44610,3,0,0,0,0,0,0,0,3,9,0
44611,3,0,0,0,0,0,0,0,0,0,0
44701,3,90,21,39,6,3,6,6,24,93,12
44702,3,99,12,33,9,12,9,12,276,111,18
44703,3,6,0,0,0,0,0,0,6,6,0
44801,3,129,18,54,15,9,12,21,87,144,30
44803,3,48,9,12,6,3,0,3,12,54,15
44804,3,33,6,9,3,6,3,3,0,36,9
44805,3,21,0,3,0,0,0,0,6,21,15
44806,3,42,3,12,3,6,3,6,9,45,12
44807,3,33,3,9,3,3,3,0,9,36,3
44808,3,36,6,9,9,0,3,3,3,39,6
44901,3,24,6,6,3,3,0,3,18,24,9
44902,3,6,0,0,0,0,0,0,0,9,0
45000,3,33,9,15,6,3,9,12,12,39,9
45100,3,30,3,3,6,0,3,6,21,33,6
45200,3,30,6,12,6,3,3,6,18,36,6
45300,3,36,6,18,9,3,6,9,12,42,15
45400,3,30,6,9,3,3,6,3,12,36,9
45500,3,18,6,6,6,3,0,0,6,21,9
45600,3,15,9,9,6,6,0,9,3,15,6
45700,3,9,0,0,0,0,0,0,3,9,0
45800,3,36,15,18,6,6,3,3,15,42,15
45901,3,24,3,6,3,0,9,3,12,30,0
45902,3,18,6,9,0,6,3,6,9,21,6
46001,3,15,3,9,0,3,0,9,18,18,3
46002,3,15,0,3,3,3,3,0,6,18,0
46100,3,15,3,9,3,3,3,3,12,21,3
46200,3,9,0,0,0,0,0,0,6,9,0
46300,3,24,3,6,0,3,3,6,6,24,3
46400,3,30,9,12,3,6,0,6,6,30,9
46500,3,15,9,6,3,3,0,3,3,15,6
46600,3,6,0,0,0,0,0,0,3,6,0
46700,3,15,6,3,3,3,6,12,3,21,9
46801,3,9,0,6,0,0,0,0,0,9,0
46802,3,6,0,0,0,0,0,0,0,9,0
46901,3,0,0,0,0,0,0,6,0,0,0
46902,3,9,0,6,0,0,0,0,0,12,0
47001,3,0,0,0,0,0,0,0,0,0,0
47002,3,15,6,9,0,3,3,9,3,18,9
47100,3,9,0,0,0,0,0,0,3,9,6
47200,3,12,6,9,0,0,0,0,6,12,12
47301,3,18,9,9,3,6,0,9,9,18,9
47302,3,6,0,0,0,0,0,6,3,9,0
47400,3,0,0,0,0,0,0,0,0,0,0
47500,3,9,0,3,0,3,3,15,0,12,3
47601,3,9,0,0,0,0,0,0,3,9,0
47602,3,0,0,0,0,0,0,0,0,0,0
47603,3,27,9,12,3,3,3,9,3,30,6
47701,3,24,9,9,9,3,3,3,3,33,9
47702,3,0,0,0,0,0,0,0,0,0,0
47801,3,12,0,0,0,0,0,0,0,15,0
47802,3,0,0,0,0,0,0,0,3,0,0
47901,3,33,9,12,3,6,3,9,6,33,3
47902,3,0,0,0,0,0,0,0,3,0,0
48001,3,12,0,0,0,0,0,0,9,9,0
48003,3,0,0,0,0,0,0,0,0,0,0
48004,3,27,3,12,9,0,6,3,9,33,6
48101,3,0,0,0,0,0,0,0,0,0,0
48102,3,0,0,0,0,0,0,9,3,0,0
48201,3,0,0,0,0,0,0,0,0,0,0
48203,3,30,12,18,9,9,0,6,0,30,15
48204,3,39,0,15,3,3,3,18,9,42,21
48205,3,21,6,3,3,0,0,3,3,21,3
48301,3,0,0,0,0,0,0,0,0,0,0
48303,3,60,12,15,9,6,3,3,24,69,9
48304,3,33,3,9,0,0,3,0,0,36,6
48403,3,0,0,0,0,0,0,0,0,0,0
48404,3,102,15,24,12,9,12,24,36,123,24
48405,3,0,0,0,0,0,0,0,0,0,0
48406,3,0,0,0,0,0,0,0,3,0,0
48407,3,0,0,0,0,0,0,0,0,0,0
48408,3,75,9,15,6,6,9,12,21,81,30
48409,3,78,9,18,18,6,6,21,24,90,33
48410,3,81,9,9,12,3,9,6,33,93,15
48500,3,39,6,12,6,6,0,18,3,42,12
48601,3,0,0,0,0,0,0,0,0,0,0
48602,3,0,0,0,0,0,0,0,0,0,0
48701,3,0,0,0,0,0,0,0,0,0,0
48702,3,54,12,18,12,6,6,9,12,60,15
48800,3,18,6,3,0,0,0,3,3,18,6
48900,3,18,3,6,0,3,3,3,12,21,9
49000,3,33,9,12,6,3,3,12,3,39,18
49102,3,33,15,21,6,9,6,18,9,39,18
49103,3,0,0,0,0,0,0,0,0,0,0
49104,3,0,0,0,0,0,0,0,0,0,0
49105,3,0,0,0,0,0,0,0,0,0,0
49203,3,0,0,0,0,0,0,0,0,0,0
49204,3,171,21,39,12,12,21,15,30,192,39
49205,3,0,0,0,0,0,0,0,3,0,0
49206,3,96,12,24,6,6,9,18,12,102,21
49302,3,141,12,33,15,3,9,24,33,150,30
49303,3,30,3,6,0,3,3,3,0,33,6
49304,3,18,3,6,3,3,0,0,6,21,6
49305,3,36,3,9,3,0,3,3,12,39,9
49306,3,36,3,9,3,6,3,6,6,42,3
49307,3,33,9,9,3,0,3,3,6,36,12
49401,3,150,21,57,15,15,12,18,39,168,36
49403,3,15,3,6,0,3,3,3,9,21,0
49404,3,9,0,0,0,0,0,0,66,6,0
49405,3,51,6,21,6,0,9,3,9,57,9
49406,3,30,6,15,3,3,3,9,12,33,6
49407,3,48,3,21,6,6,9,0,15,54,12
49501,3,24,6,0,3,3,3,0,6,27,6
49502,3,18,0,6,0,0,3,3,3,30,6
49503,3,42,6,12,3,3,9,6,0,51,12
49504,3,51,3,12,6,3,12,9,39,63,12
49505,3,24,6,9,0,3,0,0,9,27,9
49506,3,21,6,12,3,6,3,6,9,27,6
49507,3,24,0,9,0,0,0,0,39,24,6
49600,3,171,27,48,15,9,15,12,129,189,42
49700,3,213,27,57,18,12,27,27,162,252,54
49801,3,102,12,33,6,9,15,24,57,120,12
49802,3,165,24,51,18,9,15,27,165,183,24
49901,3,129,15,39,15,12,6,6,27,138,42
49903,3,18,3,6,3,0,3,3,3,18,3
49904,3,21,6,6,0,0,0,0,0,18,3
49905,3,33,6,6,12,3,3,9,21,39,9
50001,3,87,15,30,3,3,6,3,27,93,24
50002,3,6,0,0,0,0,0,0,15,6,0
50003,3,30,3,6,3,0,0,0,24,27,9
50004,3,21,9,6,3,3,3,6,3,24,6
50100,3,309,42,114,33,27,30,18,60,345,63
50201,3,0,0,0,0,0,0,0,3,0,0
50202,3,9,0,0,0,0,0,0,3,9,0
50303,3,51,12,21,6,6,3,12,9,57,18
50304,3,33,3,12,3,0,6,0,6,39,3
50305,3,42,3,12,6,3,3,9,12,42,9
50306,3,36,6,15,3,3,3,3,6,42,6
50307,3,12,3,3,3,3,6,6,0,18,0
50308,3,30,3,9,3,3,3,9,3,33,3
50309,3,30,6,12,3,3,3,3,6,36,6
50310,3,33,0,3,3,0,3,12,9,36,6
50311,3,24,9,9,0,0,0,3,3,24,6
50400,3,60,3,15,9,6,3,18,3,69,18
50501,3,0,0,0,0,0,0,0,3,0,0
50502,3,0,0,0,0,0,0,0,0,0,0
50503,3,9,0,0,0,0,0,0,6,9,0
50602,3,0,0,0,0,0,0,0,0,0,0
50603,3,12,0,0,0,0,0,0,54,9,0
50604,3,15,0,0,0,0,0,0,6,12,0
50605,3,36,9,12,6,6,3,3,6,39,9
50701,3,15,0,3,3,0,0,0,18,15,0
50703,3,0,0,0,0,0,0,0,0,0,0
50704,3,0,0,0,0,0,0,0,0,0,0
50705,3,120,12,33,9,9,12,9,6,138,36
50706,3,0,0,0,0,0,0,0,0,0,0
50707,3,0,0,0,0,0,0,0,0,0,0
50708,3,0,0,0,0,0,0,0,0,0,0
50802,3,0,0,0,0,0,0,0,0,0,0
50803,3,12,6,6,3,3,39,3,57,51,3
50804,3,99,12,24,12,6,12,9,27,111,9
50805,3,0,0,0,0,0,0,6,0,0,0
50806,3,12,0,3,3,0,0,6,48,15,0
50901,3,0,0,0,0,0,0,0,0,0,0
50902,3,12,0,0,0,0,0,0,3,15,6
51000,3,0,0,0,0,0,0,0,3,0,0
51101,3,9,0,0,0,0,0,0,30,12,0
51102,3,12,3,0,3,0,3,9,57,18,3
51201,3,42,9,9,6,0,3,6,6,45,9
51202,3,33,3,3,3,0,6,3,27,39,12
51300,3,90,15,21,3,6,3,6,84,102,24
51401,3,75,12,15,3,3,9,12,27,87,15
51402,3,18,0,0,0,3,3,6,15,21,0
51403,3,42,6,15,6,3,0,15,6,45,6
51405,3,0,0,0,0,0,0,0,0,0,0
51406,3,93,21,15,15,12,15,30,6,108,21
51407,3,63,12,18,6,3,6,6,9,72,12
51408,3,57,6,9,6,3,12,15,12,66,15
51409,3,51,6,12,6,3,6,6,6,57,6
51501,3,45,6,12,3,3,3,6,6,48,3
51502,3,21,3,6,3,3,6,6,9,30,6
51504,3,0,0,0,0,0,0,0,30,0,0
51505,3,15,3,3,3,0,0,3,6,18,3
51506,3,12,0,0,0,0,0,0,6,12,0
51507,3,18,6,9,6,0,3,0,3,18,3
51508,3,0,0,0,0,0,0,0,0,0,0
51601,3,48,3,9,6,3,9,9,12,54,3
51602,3,0,0,0,0,0,0,0,0,0,0
51700,3,27,3,9,3,3,3,9,12,27,6
51800,3,33,6,9,6,0,0,6,9,33,3
51900,3,12,0,0,0,0,0,0,9,12,0
52001,3,6,0,3,0,0,3,15,6,9,3
52002,3,15,3,6,6,3,3,0,15,15,6
52100,3,12,3,9,3,3,3,9,0,15,3
52200,3,0,0,0,0,0,0,0,192,0,0
52300,3,45,12,18,9,12,6,6,3,51,12
52400,3,9,0,6,0,0,0,0,3,9,0
52501,3,6,0,0,0,0,0,0,3,6,0
52502,3,6,6,6,0,0,0,0,0,6,0
52600,3,0,0,0,0,0,0,0,0,0,0
52700,3,39,12,15,9,6,3,12,3,42,6
52800,3,18,6,9,3,6,6,9,0,27,6
52902,3,66,12,18,3,3,9,6,21,75,21
52903,3,39,9,9,6,3,3,6,3,42,9
52904,3,48,9,18,0,3,3,3,6,51,18
52905,3,33,9,6,3,3,0,9,3,36,6
52906,3,54,6,21,6,3,6,3,45,60,15
52907,3,48,15,24,6,3,3,3,6,51,15
53001,3,72,9,27,6,3,9,6,12,84,27
53002,3,51,9,18,6,6,6,3,6,60,15
53003,3,48,6,9,6,3,9,9,6,57,15
53004,3,36,9,15,0,0,6,6,6,39,9
53005,3,51,6,12,9,6,6,9,3,60,18
53101,3,45,3,15,6,3,6,9,27,51,12
53102,3,24,6,6,6,3,6,3,66,33,6
53200,3,57,9,27,9,9,12,18,78,72,9
53301,3,30,9,18,6,6,3,3,3,42,9
53303,3,30,6,21,6,0,3,6,300,39,9
53304,3,102,27,42,18,18,9,33,3,117,27
53305,3,42,12,15,3,0,6,21,225,51,6
53403,3,87,9,33,6,15,12,9,18,99,12
53404,3,54,3,3,3,6,63,30,87,123,18
53405,3,30,9,9,0,3,0,3,258,30,3
53406,3,69,18,30,12,6,15,27,6,87,15
53407,3,84,21,27,12,9,9,18,141,96,24
53408,3,30,6,9,3,0,6,0,30,36,9
53502,3,27,3,6,0,3,3,3,285,33,9
53503,3,12,3,6,0,3,0,3,90,18,9
53504,3,12,3,0,0,0,6,3,27,18,6
53505,3,27,3,3,3,0,3,9,0,30,12
53506,3,27,3,6,3,6,3,6,3,27,3
53507,3,15,3,0,3,3,6,0,3,21,9
53508,3,21,6,3,3,3,3,3,0,24,0
53509,3,30,3,3,3,3,12,9,0,42,9
53600,3,0,0,0,0,0,0,0,219,0,0
53700,3,42,18,24,9,6,12,36,0,54,18
53800,3,9,3,6,0,3,3,3,6,15,6
53900,3,75,15,36,18,15,6,45,24,81,21
54000,3,60,9,24,6,9,9,21,45,69,15
54100,3,9,0,0,0,0,0,0,18,12,0
54200,3,87,12,21,15,6,21,21,180,114,24
54300,3,9,0,3,0,0,3,6,153,9,0
54400,3,93,12,18,6,6,15,27,12,111,18
54501,3,69,6,9,6,9,12,18,33,84,18
54502,3,30,12,12,3,3,3,12,18,33,6
54600,3,30,6,9,0,0,6,12,108,33,3
54700,3,39,6,3,3,0,6,9,48,48,3
54801,3,69,12,12,3,0,9,9,15,81,12
54802,3,105,6,27,6,9,15,9,18,123,30
54900,3,18,3,6,0,3,3,21,0,24,3
55000,3,18,9,6,6,3,3,21,12,21,6
55100,3,9,3,6,3,3,6,21,3,12,6
55200,3,30,12,21,6,0,3,18,0,39,12
55300,3,36,9,15,6,3,3,15,3,39,12
55400,3,12,3,12,0,3,3,9,18,15,3
55500,3,30,6,9,3,6,3,12,24,33,6
55600,3,39,15,18,9,3,9,15,3,48,9
55700,3,24,3,15,3,6,3,12,0,30,9
55801,3,42,6,15,9,9,6,15,0,48,12
55802,3,42,15,21,6,6,0,9,3,45,9
55900,3,51,24,30,18,12,9,36,30,60,24
56001,3,21,6,6,6,6,0,15,3,24,9
56002,3,21,3,12,3,6,0,15,0,21,6
56100,3,33,12,15,3,3,6,9,3,42,12
56200,3,0,0,0,0,0,0,9,0,0,0
56300,3,51,12,9,3,3,6,3,18,63,15
56400,3,66,9,12,0,3,3,15,24,75,21
56500,3,12,0,0,0,0,0,0,57,15,0
56600,3,21,3,0,0,3,3,0,27,24,3
56700,3,0,0,0,0,0,0,0,60,0,0
56800,3,0,0,0,0,0,0,0,36,6,0
56900,3,27,3,3,3,0,6,3,9,33,12
57000,3,123,21,39,15,6,12,12,33,141,42
57100,3,57,6,12,6,9,6,12,15,63,18
57201,3,120,12,27,15,12,15,12,24,135,45
57202,3,9,0,0,0,0,0,0,3,12,0
57300,3,9,3,6,6,3,3,3,261,15,6
57400,3,30,12,15,3,3,0,18,0,36,9
57500,3,51,12,18,9,9,9,18,9,63,12
57600,3,36,6,12,9,6,3,15,3,42,6
57700,3,90,21,36,15,12,6,15,42,96,30
57800,3,51,9,15,12,9,6,9,18,60,24
57900,3,12,3,6,0,0,0,6,39,12,3
58000,3,18,6,9,0,3,3,3,24,18,3
58100,3,39,12,21,6,6,3,18,24,42,15
58200,3,33,9,18,6,9,12,15,3,51,15
58300,3,30,3,15,3,3,3,12,30,30,6
58400,3,30,9,18,3,3,6,12,0,33,9
58500,3,42,15,24,6,6,3,15,0,48,12
58600,3,24,3,12,3,3,0,3,108,27,15
58700,3,51,6,21,6,6,6,15,0,60,6
58800,3,48,30,33,9,12,3,12,3,54,24
58901,3,0,0,0,0,0,0,0,0,0,0
58902,3,0,0,0,0,0,0,0,0,0,0
59000,3,0,0,0,0,0,0,0,0,0,0
59100,3,0,0,0,0,0,0,0,0,0,0
59200,3,0,0,0,0,0,0,0,0,0,0
59301,3,84,12,21,12,12,12,12,36,99,24
59302,3,0,0,0,0,0,0,0,0,0,0
59400,3,12,0,0,0,0,0,0,0,12,0
59500,3,12,3,3,0,3,3,3,0,18,3
59600,3,42,12,15,6,6,12,9,12,57,9
59700,3,132,36,42,30,24,12,24,33,147,42
59800,3,33,3,9,6,0,6,6,15,39,9
59900,3,0,0,0,0,0,0,0,0,0,0
60000,3,15,0,3,0,0,0,0,3,15,3
60100,3,27,3,9,3,0,3,6,18,30,3
60200,3,33,6,15,6,3,3,3,12,39,3
60300,3,57,12,24,9,9,6,12,9,63,18
60400,3,15,6,6,3,0,0,12,9,18,3
60500,3,63,12,21,12,6,3,9,24,66,12
60600,3,75,12,27,9,3,3,15,27,81,18
60700,3,90,21,45,12,3,9,9,36,105,18
60800,3,42,12,24,6,3,0,15,21,42,9
60900,3,33,3,15,3,3,6,9,18,39,6
61000,3,63,9,18,9,6,6,18,30,72,21
61100,3,0,0,0,0,0,0,0,0,0,0
61200,3,66,9,21,12,9,6,15,15,75,9
61300,3,9,0,0,0,0,0,0,9,12,0
61400,3,0,0,0,0,0,0,0,0,0,0
61501,3,0,0,0,0,0,0,0,0,0,0
61502,3,60,9,18,6,6,21,12,21,81,18
61600,3,27,3,6,0,6,3,3,12,33,3
61700,3,105,24,33,9,3,15,15,39,126,24
61801,3,33,15,15,3,3,3,3,18,39,6
61802,3,108,6,3,3,9,27,21,12,135,24
61803,3,81,24,36,15,12,18,15,6,102,18
61804,3,39,12,18,9,6,6,15,9,48,6
61805,3,132,27,42,24,21,27,39,6,159,27
61806,3,33,15,18,3,6,6,27,18,39,6
61807,3,96,30,54,15,12,12,18,6,108,18
61808,3,48,15,30,15,12,6,9,6,60,9
61901,3,144,24,60,21,15,18,24,57,162,27
61902,3,78,15,33,15,3,9,0,27,87,24
61904,3,60,15,24,6,6,3,12,12,63,12
61905,3,57,18,21,9,3,0,6,12,60,9
62001,3,0,0,0,0,0,0,0,0,0,0
62002,3,165,36,78,12,21,6,27,21,177,21
62102,3,54,15,18,9,6,6,3,24,60,15
62105,3,45,12,9,6,3,3,9,9,48,9
62106,3,6,0,0,0,0,0,0,0,9,0
62107,3,48,9,21,9,3,6,15,6,51,6
62108,3,63,15,21,6,6,9,3,9,72,15
62109,3,90,12,24,12,3,9,12,12,108,24
62110,3,135,42,66,18,15,6,6,21,144,27
62202,3,108,15,21,12,6,6,15,30,114,27
62203,3,51,12,9,6,3,3,3,6,60,12
62204,3,63,9,30,9,6,6,9,27,69,9
62205,3,45,3,3,6,0,9,6,12,54,6
62206,3,72,6,21,9,0,3,6,24,75,15
62301,3,27,6,12,3,0,3,6,18,33,6
62303,3,66,15,21,6,3,6,6,87,72,9
62304,3,0,0,0,0,0,0,0,0,0,0
62401,3,42,12,15,6,3,6,6,12,54,6
62402,3,186,42,63,27,15,9,9,33,201,33
62501,3,36,12,15,3,6,9,9,6,48,3
62502,3,75,18,18,9,9,3,3,30,78,21
62503,3,9,0,0,0,0,0,0,6,12,0
62504,3,39,9,3,6,3,3,3,12,39,3
62505,3,18,6,3,9,3,0,0,0,18,3
62506,3,39,9,12,3,6,3,9,6,42,12
62507,3,18,6,12,3,0,0,3,3,18,3
62600,3,144,33,54,18,12,9,24,33,156,18
62702,3,24,9,12,6,3,3,0,3,24,9
62703,3,165,27,66,18,15,18,15,75,186,36
62704,3,12,0,0,0,0,0,0,0,12,0
62705,3,9,0,0,0,0,0,0,6,9,0
62800,3,117,24,42,15,9,15,12,87,132,21
62900,3,111,27,42,18,21,21,18,15,141,30
63000,3,159,27,63,21,24,15,30,15,180,27
63100,3,93,21,42,6,9,9,12,42,111,21
63200,3,105,33,54,21,12,12,18,42,123,27
63300,3,0,0,0,0,0,0,0,0,0,0
63400,3,108,27,45,15,6,15,30,15,126,18
63500,3,75,15,39,15,6,9,15,24,84,12
63600,3,45,15,21,9,6,6,24,27,57,9
63701,3,60,15,27,6,3,3,0,27,66,15
63703,3,42,3,15,3,3,0,6,6,48,3
63704,3,75,18,21,9,9,12,15,42,93,15
63705,3,48,12,27,9,3,12,21,18,60,9
63801,3,99,9,30,6,9,3,6,12,102,18
63803,3,156,27,66,18,12,9,3,3,174,30
63804,3,120,36,45,15,9,6,18,12,129,18
63805,3,12,3,3,3,0,30,24,132,45,3
63900,3,183,45,63,24,27,24,24,87,213,36
64000,3,72,9,24,9,0,3,3,12,75,6
64100,3,6,0,0,0,0,0,0,27,9,0
64200,3,12,3,3,0,0,0,3,228,15,3
64300,3,147,24,51,21,12,9,15,51,162,42
64401,3,21,6,6,6,3,6,3,0,27,3
64402,3,6,0,0,0,0,0,0,168,6,0
64501,3,27,3,6,3,3,6,3,12,33,6
64503,3,9,0,0,0,0,0,0,3,15,0
64504,3,18,3,12,0,0,0,3,21,21,3
64600,3,165,33,63,15,9,9,6,27,180,27
64700,3,174,39,72,21,6,9,27,42,186,30
64800,3,42,12,21,6,0,3,6,15,45,6
64900,3,18,6,12,0,6,0,0,6,18,3
65000,3,6,0,0,0,0,0,0,9,6,0
65101,3,0,0,0,0,0,0,0,0,0,0
65102,3,9,0,0,0,0,0,0,6,9,0
65200,3,102,18,30,6,9,9,24,21,117,18
65300,3,24,9,15,3,6,6,9,18,30,9
65400,3,36,9,18,3,0,0,6,18,36,6
65500,3,27,3,9,0,3,3,6,18,30,3
65600,3,99,24,42,6,12,12,18,66,117,21
65700,3,24,6,15,3,3,3,0,18,27,3
65800,3,27,6,15,3,6,6,3,12,36,6
65900,3,0,0,0,0,0,0,0,0,0,0
66000,3,0,0,0,0,0,0,0,0,0,0
66100,3,24,9,6,6,3,9,6,12,33,9
66200,3,15,3,9,3,0,0,12,15,15,0
66300,3,33,9,18,6,6,3,9,6,33,6
66400,3,6,0,0,0,0,0,0,9,9,0
66500,3,24,3,6,6,3,3,3,12,30,6
66600,3,30,9,15,3,6,6,12,15,36,12
66700,3,12,0,0,0,0,0,0,6,12,0
66800,3,24,6,12,3,3,0,12,9,24,0
66900,3,15,3,3,0,3,3,3,12,18,6
67000,3,0,0,0,0,0,0,0,0,0,0
67100,3,0,0,0,0,0,0,0,0,0,0
67200,3,0,0,0,0,0,0,0,0,0,0
67300,3,21,0,12,0,0,0,9,12,24,3
67400,3,42,9,12,3,0,6,6,24,48,6
67500,3,21,3,12,3,3,3,0,6,24,6
67600,3,18,6,6,3,0,0,3,21,21,6
67700,3,6,0,0,0,0,0,0,6,6,0
67800,3,69,12,18,3,9,6,12,18,78,12
67900,3,36,6,21,6,6,3,12,9,42,12
68000,3,0,0,0,0,0,0,0,0,0,0
68100,3,12,0,3,0,3,6,3,6,15,3
68200,3,21,3,12,3,3,6,27,3,27,9
68300,3,0,0,0,0,0,0,0,0,0,0
68400,3,42,12,15,15,9,3,15,15,51,18
68500,3,39,6,15,0,3,3,12,21,42,3
68600,3,45,12,21,6,9,6,6,36,51,6
68700,3,63,9,24,6,3,6,9,69,72,12
68801,3,156,27,54,15,15,6,12,24,165,21
68802,3,114,15,42,6,3,15,6,27,129,12
68900,3,90,9,33,9,0,12,15,45,105,24
69000,3,171,27,66,9,9,12,18,30,186,30
69100,3,138,30,63,15,15,15,9,33,153,21
69201,3,126,33,63,12,6,9,6,111,135,21
69202,3,6,0,6,0,0,0,0,3,9,0
69300,3,225,36,111,24,15,24,15,54,255,33
69402,3,0,0,0,0,0,0,0,27,0,0
69403,3,45,6,21,3,3,3,0,12,48,9
69404,3,18,6,0,3,3,3,0,3,21,3
69500,3,108,30,63,9,18,18,6,18,129,24
69603,3,84,15,33,12,9,9,9,6,96,15
69604,3,0,0,0,0,0,0,0,0,0,0
69606,3,12,0,0,0,0,0,0,3,18,0
69607,3,105,21,39,21,12,6,12,27,111,18
69608,3,162,39,63,15,6,24,3,12,186,36
69609,3,90,24,42,9,12,9,3,9,105,21
69700,3,180,24,81,15,18,12,12,42,198,30
69800,3,15,0,0,0,0,0,0,102,15,0
69900,3,150,27,57,21,15,12,15,36,165,39
70001,3,57,12,27,3,6,6,0,6,63,12
70002,3,45,12,24,9,6,6,3,15,54,15
70003,3,60,12,21,9,3,9,6,15,69,24
70100,3,135,24,45,15,9,9,3,30,147,30
70201,3,12,3,3,0,0,0,0,9,15,6
70202,3,0,0,0,0,0,0,0,3,0,0
70203,3,165,30,63,15,9,18,15,27,186,27
70205,3,39,3,18,3,3,0,3,9,39,9
70206,3,69,9,18,6,3,9,6,3,78,12
70207,3,30,3,6,3,3,6,3,3,39,6
70208,3,45,12,18,3,3,9,0,6,57,3
70209,3,36,12,9,6,3,6,0,3,45,15
70300,3,153,24,63,21,12,12,9,30,168,27
70400,3,90,21,30,9,9,9,6,27,102,15
70501,3,45,9,6,6,3,6,9,12,51,12
70502,3,27,6,12,3,0,0,3,6,27,6
70503,3,123,24,51,12,12,15,12,123,144,24
70504,3,27,0,0,9,0,12,9,0,39,9
70505,3,57,3,27,3,3,3,3,21,63,6
70506,3,51,6,21,6,3,0,3,6,54,12
70600,3,0,0,0,0,0,0,0,0,0,0
70700,3,102,15,30,9,9,6,3,21,114,21
70801,3,81,12,33,6,9,9,6,18,90,18
70802,3,27,6,15,3,0,0,0,6,30,3
70903,3,36,3,12,9,6,3,3,9,45,6
70904,3,132,21,45,18,15,6,6,24,144,27
70905,3,12,0,0,0,0,0,0,3,15,0
70906,3,93,15,36,15,6,9,12,21,105,9
70907,3,66,12,24,9,3,3,3,9,72,21
71001,3,15,0,9,0,0,0,0,0,15,0
71002,3,51,15,21,9,3,3,0,18,57,12
71003,3,99,18,27,9,6,12,3,21,111,21
71004,3,48,3,15,9,0,3,6,3,54,12
71005,3,51,12,15,9,6,6,9,9,60,9
71006,3,21,6,12,6,0,3,6,6,27,3
71007,3,0,0,0,0,0,0,0,3,0,0
71100,3,126,18,54,12,9,12,27,42,144,18
71200,3,78,18,30,6,3,3,12,42,84,12
71301,3,270,48,84,27,24,24,21,108,306,60
71302,3,6,0,0,0,0,0,0,3,9,0
71400,3,39,6,9,6,3,3,12,42,42,9
71500,3,84,18,42,3,3,12,12,27,96,12
71600,3,138,24,54,21,18,15,12,36,156,15
71701,3,0,0,0,0,0,0,0,3,0,0
71702,3,156,24,51,18,6,15,15,51,174,27
71800,3,165,27,60,15,15,12,18,45,180,21
71901,3,9,0,0,0,0,0,0,6,6,0
