meshblock_id,census_year_id,females,males,total
711408,3,105,99,201
711410,3,57,48,105
711411,3,63,48,111
711412,3,75,75,150
711413,3,78,69,147
711414,3,81,78,159
711500,3,0,0,3
711600,3,6,15,21
711701,3,0,0,0
711702,3,0,0,3
711703,3,30,42,75
711704,3,114,105,216
711705,3,114,105,219
711706,3,81,84,168
711709,3,0,0,0
711715,3,30,36,69
711716,3,0,0,0
711717,3,39,42,81
711718,3,90,60,153
711719,3,36,24,60
711720,3,66,60,132
711721,3,30,21,51
711722,3,39,42,81
711723,3,78,72,150
711724,3,51,42,96
711725,3,84,78,162
711727,3,159,141,300
711728,3,90,96,186
711729,3,93,114,207
711730,3,72,60,129
711731,3,126,114,240
711732,3,60,57,120
711733,3,51,48,93
711734,3,57,48,102
711735,3,54,51,108
711736,3,84,87,171
711737,3,81,78,156
711738,3,51,36,84
711739,3,63,57,120
711740,3,72,69,141
711741,3,42,33,78
711742,3,51,27,81
711743,3,174,75,249
711801,3,0,0,3
711804,3,96,93,186
711805,3,120,120,243
711806,3,126,123,249
711807,3,108,90,198
711808,3,72,75,147
711809,3,0,0,0
711810,3,33,36,69
711811,3,0,0,3
711812,3,183,153,336
711813,3,102,99,204
711814,3,117,102,219
711815,3,123,99,225
711816,3,108,96,204
711817,3,84,72,156
711818,3,81,72,150
711819,3,96,93,186
711901,3,0,0,0
711902,3,0,0,0
711904,3,75,63,141
711905,3,108,99,207
711906,3,36,48,84
711907,3,102,111,213
711908,3,96,87,186
711909,3,144,162,309
711910,3,69,69,138
711911,3,147,141,291
711912,3,27,33,63
712001,3,81,54,138
712002,3,141,126,264
712005,3,81,69,150
712006,3,102,90,192
712007,3,105,93,201
712008,3,114,96,210
712009,3,102,96,198
712010,3,84,81,171
712011,3,63,54,117
712012,3,114,105,219
712013,3,114,102,216
712014,3,57,48,99
712015,3,90,90,180
712016,3,81,84,168
712017,3,90,78,165
712019,3,108,105,216
712020,3,108,99,210
712021,3,75,66,147
712022,3,84,72,156
712025,3,117,96,213
712026,3,177,180,357
712027,3,69,60,129
712028,3,78,66,147
712029,3,90,78,165
712030,3,42,57,96
712031,3,213,216,429
712032,3,78,63,144
712033,3,126,99,228
712034,3,93,69,162
712035,3,24,30,51
712036,3,57,54,114
712037,3,72,60,135
712038,3,45,39,84
712039,3,81,72,153
712101,3,129,126,255
712102,3,81,84,162
712104,3,66,63,132
712105,3,105,102,207
712106,3,114,108,222
712107,3,84,87,174
712108,3,132,132,267
712110,3,111,105,213
712111,3,33,30,63
712112,3,57,66,126
712113,3,114,117,231
712114,3,135,126,261
712118,3,99,93,189
712119,3,57,48,105
712120,3,78,72,150
712121,3,480,444,921
712122,3,261,276,537
712123,3,48,54,99
712124,3,84,72,156
712125,3,75,63,135
712126,3,63,54,114
712127,3,42,42,84
712128,3,48,51,99
712129,3,39,24,63
712130,3,60,57,117
712131,3,48,39,87
712132,3,54,57,108
712133,3,42,39,84
712134,3,24,21,45
712135,3,72,69,141
712136,3,72,66,138
712201,3,12,12,24
712203,3,279,249,531
712204,3,0,0,0
712205,3,36,30,69
712206,3,66,57,123
712207,3,30,33,60
712208,3,42,39,81
712209,3,63,63,126
712210,3,51,48,96
712211,3,54,48,102
712212,3,51,39,87
712213,3,45,48,93
712214,3,57,60,120
712215,3,33,36,69
712216,3,48,63,111
712217,3,33,36,69
712218,3,63,51,111
712219,3,72,69,138
712220,3,24,24,51
712221,3,30,39,69
712222,3,36,36,72
712223,3,30,27,60
712224,3,48,39,84
712225,3,57,66,120
712226,3,69,75,144
712227,3,12,12,21
712228,3,60,66,126
712229,3,48,51,99
712230,3,24,30,54
712231,3,42,39,84
712232,3,60,54,117
712302,3,6,9,12
712303,3,0,0,3
712304,3,75,78,153
712305,3,0,0,0
712401,3,363,360,723
712402,3,66,60,126
712403,3,117,102,219
712404,3,93,72,165
712405,3,180,168,348
712500,3,948,948,1896
712600,3,171,162,333
712701,3,51,39,90
712702,3,9,12,24
712801,3,0,0,6
712802,3,0,0,0
712803,3,144,150,294
712804,3,99,78,174
712805,3,72,57,129
712806,3,123,123,243
712807,3,105,87,189
712808,3,159,147,306
712809,3,156,144,303
712902,3,195,165,363
712903,3,54,57,111
712904,3,120,105,228
712905,3,57,54,111
713003,3,105,87,192
713005,3,69,54,123
713006,3,54,54,108
713007,3,87,108,192
713009,3,78,78,156
713010,3,126,126,249
713011,3,102,108,210
713012,3,54,48,105
713013,3,114,87,198
713014,3,111,114,228
713015,3,114,108,222
713016,3,48,57,105
713017,3,24,30,57
713018,3,69,66,135
713019,3,102,120,222
713100,3,531,507,1038
713201,3,225,153,378
713202,3,147,159,306
713203,3,36,36,72
713204,3,66,60,123
713205,3,69,60,129
713206,3,147,150,300
713207,3,84,81,162
713208,3,132,123,255
713209,3,129,114,243
713210,3,72,93,165
713211,3,120,111,234
713300,3,12,9,21
713400,3,48,45,96
713501,3,21,21,39
713502,3,12,12,27
713600,3,51,54,102
713700,3,60,51,111
713800,3,63,54,117
713900,3,45,39,84
714000,3,39,45,84
714100,3,81,81,165
714200,3,42,42,84
714300,3,96,84,183
714400,3,105,102,210
714500,3,78,72,150
714600,3,51,54,105
714700,3,84,72,153
714802,3,129,111,240
714803,3,33,30,63
714804,3,45,36,78
714805,3,36,33,69
714806,3,75,69,144
714900,3,57,60,114
715000,3,102,90,192
715100,3,42,57,102
715200,3,33,27,63
715300,3,63,69,132
715400,3,99,93,192
715504,3,99,87,186
715505,3,138,132,273
715506,3,87,81,168
715507,3,99,102,204
715509,3,72,51,126
715510,3,78,81,162
715511,3,48,54,102
715512,3,36,24,60
715513,3,36,30,72
715514,3,27,30,57
715605,3,69,75,147
715606,3,129,123,252
715607,3,105,111,216
715608,3,111,93,207
715609,3,159,135,291
715610,3,93,78,174
715611,3,81,78,159
715612,3,39,66,105
715613,3,90,75,165
715614,3,12,6,18
715615,3,39,33,72
715616,3,84,87,171
715617,3,57,51,108
715618,3,27,30,60
715619,3,48,33,78
715620,3,27,30,57
715701,3,51,57,108
715703,3,126,129,255
715704,3,102,90,192
715801,3,150,141,294
715802,3,78,78,156
715803,3,63,75,141
715804,3,156,144,300
715805,3,81,69,153
715904,3,153,159,312
715906,3,177,147,327
715907,3,81,93,174
715909,3,21,21,42
715910,3,42,24,63
715911,3,138,129,270
715912,3,114,99,213
715913,3,87,78,165
715914,3,48,45,93
715915,3,30,30,63
715916,3,21,18,39
715917,3,45,48,93
716007,3,45,42,84
716008,3,30,24,54
716009,3,51,45,93
716010,3,66,57,123
716011,3,27,33,60
716012,3,24,21,48
716013,3,27,36,66
716014,3,24,18,45
716015,3,33,45,78
716016,3,54,42,93
716017,3,42,39,78
716018,3,18,27,45
716019,3,36,33,69
716020,3,9,9,21
716101,3,39,42,78
716102,3,42,48,90
716103,3,36,45,84
716104,3,45,51,93
716105,3,24,18,42
716106,3,27,33,60
716202,3,297,282,579
716203,3,153,171,324
716204,3,45,48,96
716205,3,30,30,63
716206,3,42,48,90
716300,3,57,48,108
716401,3,114,114,225
716402,3,6,6,15
716500,3,39,39,78
716601,3,45,42,87
716602,3,36,48,84
716603,3,30,36,66
716604,3,45,30,78
716605,3,3,3,9
716700,3,12,18,30
716800,3,0,0,0
716900,3,12,12,21
717000,3,0,0,0
717100,3,0,0,3
717201,3,9,18,27
717202,3,123,111,231
717300,3,66,93,159
717400,3,84,90,174
717501,3,51,48,99
717502,3,45,45,93
717503,3,27,36,63
717504,3,45,57,102
717505,3,54,63,114
717506,3,3,3,6
717600,3,42,39,78
717701,3,60,63,123
717704,3,42,48,90
717705,3,30,30,63
717706,3,39,39,78
717707,3,72,63,135
717708,3,78,78,159
717802,3,102,90,195
717803,3,138,132,270
717804,3,69,60,129
717805,3,69,78,144
717902,3,69,60,132
717903,3,6,6,15
717905,3,39,33,72
717906,3,51,45,99
717907,3,33,27,63
718003,3,3,3,6
718004,3,36,36,69
718005,3,60,66,129
718006,3,63,60,123
718007,3,30,36,69
718008,3,27,33,57
718100,3,75,78,153
718201,3,63,60,120
718202,3,93,81,174
718203,3,87,78,165
718300,3,9,9,18
718401,3,108,90,195
718402,3,147,153,300
718501,3,18,18,36
718502,3,48,54,99
718503,3,42,33,72
718504,3,39,54,93
718505,3,36,36,72
718506,3,21,27,51
718507,3,15,12,27
718508,3,27,24,54
718509,3,36,33,69
718510,3,36,30,72
718511,3,30,30,60
718601,3,3,3,6
718602,3,39,42,81
718603,3,45,39,84
718604,3,42,45,87
718605,3,30,33,60
718606,3,18,21,39
718607,3,24,18,42
718608,3,15,15,30
718700,3,75,90,165
718800,3,90,78,165
718900,3,51,57,111
719000,3,0,0,0
719101,3,21,18,39
719102,3,42,48,90
719103,3,39,51,90
719104,3,33,36,66
719105,3,33,30,66
719106,3,36,39,78
719201,3,84,81,165
719203,3,36,42,75
719204,3,60,66,123
719205,3,63,75,138
719301,3,138,144,282
719302,3,84,87,171
719303,3,81,78,159
719304,3,141,141,282
719400,3,339,336,675
719500,3,84,84,171
719600,3,108,117,222
719701,3,66,72,138
719702,3,45,51,99
719703,3,51,42,93
719801,3,114,126,237
719802,3,42,39,81
719901,3,90,78,171
719902,3,48,39,90
719903,3,54,60,114
719904,3,45,36,81
719905,3,69,63,132
720000,3,279,246,522
720100,3,12,12,24
720200,3,15,15,27
720300,3,138,99,240
720401,3,39,33,69
720402,3,90,105,198
720500,3,0,0,0
720600,3,108,102,213
720700,3,120,102,222
720800,3,90,72,165
720900,3,135,117,255
721000,3,72,48,120
721100,3,54,51,105
721200,3,81,75,156
721300,3,69,54,126
721400,3,81,72,150
721500,3,66,72,138
721600,3,51,48,96
721700,3,69,48,117
721800,3,63,66,126
721900,3,72,81,150
722000,3,66,54,120
722100,3,81,57,135
722201,3,33,24,57
722202,3,33,42,75
722203,3,51,48,99
722204,3,21,24,45
722301,3,66,75,141
722302,3,24,27,51
722400,3,135,102,237
722501,3,48,48,96
722502,3,24,30,54
722600,3,78,75,153
722700,3,99,93,189
722800,3,48,39,84
722900,3,48,36,84
723000,3,84,78,162
723100,3,84,66,150
723201,3,48,45,93
723202,3,63,72,138
723203,3,96,78,174
723300,3,120,117,237
723400,3,87,72,156
723500,3,27,27,54
723600,3,135,117,252
723701,3,63,48,114
723702,3,84,78,162
723800,3,12,15,27
723900,3,45,39,84
724000,3,102,99,201
724101,3,69,63,132
724102,3,0,0,3
724200,3,108,102,213
724300,3,87,99,186
724401,3,57,66,123
724402,3,39,24,60
724500,3,45,27,75
724600,3,114,105,216
724700,3,84,66,153
724800,3,72,84,156
724900,3,102,75,174
725000,3,54,57,108
725100,3,102,90,192
725200,3,75,81,153
725300,3,6,6,15
725400,3,54,72,123
725500,3,54,48,99
725601,3,138,138,273
725602,3,42,33,75
725700,3,48,39,84
725800,3,75,72,147
725900,3,120,108,231
726000,3,6,6,12
726101,3,0,0,0
726102,3,0,0,0
726200,3,0,0,0
726300,3,30,36,69
726400,3,36,24,63
726500,3,18,18,33
726600,3,0,0,0
726700,3,0,0,0
726800,3,6,9,15
726900,3,126,123,249
727000,3,15,15,30
727100,3,12,15,27
727200,3,6,6,12
727300,3,0,0,0
727400,3,144,138,282
727500,3,114,111,222
727600,3,21,33,54
727700,3,0,0,3
727800,3,0,0,0
727901,3,42,36,75
727902,3,81,66,147
727903,3,57,39,99
728001,3,72,63,135
728002,3,87,75,162
728101,3,63,57,117
728102,3,39,45,81
728200,3,72,84,156
728300,3,69,57,123
728400,3,75,78,153
728500,3,6,0,9
728605,3,21,21,42
728606,3,60,57,120
728607,3,72,69,138
728608,3,159,144,300
728609,3,72,63,135
728610,3,75,84,159
728611,3,123,105,228
728612,3,108,114,225
728613,3,132,120,252
728614,3,96,75,171
728615,3,60,63,123
728616,3,78,63,138
728617,3,75,84,156
728618,3,90,87,177
728619,3,69,72,141
728620,3,120,96,213
728621,3,33,30,60
728622,3,30,33,63
728623,3,39,36,75
728624,3,24,36,57
728625,3,51,39,90
728626,3,45,33,75
728627,3,0,0,3
728700,3,159,177,336
728801,3,48,48,96
728802,3,27,21,48
728803,3,45,48,93
728804,3,54,51,105
728805,3,27,30,57
728806,3,45,42,90
728807,3,81,84,165
728808,3,48,33,81
728809,3,54,45,96
728810,3,60,48,111
728811,3,45,33,78
728812,3,3,9,12
728900,3,0,0,0
729000,3,81,69,150
729100,3,63,66,129
729200,3,75,66,141
729300,3,147,129,273
729400,3,18,21,39
729500,3,72,69,138
729600,3,66,54,123
729700,3,0,0,0
729800,3,291,282,573
729901,3,180,150,330
729902,3,246,225,471
729903,3,111,102,213
730001,3,171,189,360
730002,3,270,225,495
730100,3,120,117,234
730200,3,114,102,219
730301,3,51,36,81
730302,3,45,48,90
730303,3,39,36,72
730401,3,48,51,99
730402,3,36,45,84
730403,3,30,36,66
730500,3,102,102,201
730601,3,6,12,18
730602,3,30,39,72
730701,3,117,99,216
730702,3,102,99,198
730704,3,99,102,201
730706,3,168,162,333
730707,3,105,99,201
730708,3,69,87,153
730709,3,93,72,165
730710,3,66,48,114
730711,3,45,42,90
730712,3,51,30,81
730713,3,78,60,138
730714,3,51,45,96
730715,3,30,36,66
730716,3,51,48,99
730717,3,48,48,96
730718,3,48,42,90
730719,3,60,72,132
730720,3,45,42,84
730800,3,228,207,438
730900,3,84,111,195
731000,3,48,54,102
731103,3,93,90,177
731104,3,129,114,246
731105,3,96,102,195
731106,3,111,90,201
731200,3,78,75,150
731300,3,54,54,108
731400,3,48,54,102
731500,3,96,126,219
731600,3,102,96,198
731700,3,69,63,129
731800,3,54,45,99
731900,3,63,66,132
732001,3,24,18,39
732002,3,39,30,69
732100,3,63,63,129
732200,3,90,90,180
732300,3,63,63,123
732400,3,117,123,240
732500,3,51,48,102
732601,3,99,78,174
732602,3,96,93,192
732603,3,72,63,135
732700,3,75,63,135
732801,3,90,102,192
732802,3,57,39,96
732901,3,78,57,132
732902,3,72,63,135
732903,3,66,78,141
733000,3,135,129,264
733100,3,153,126,279
733201,3,63,72,132
733202,3,72,75,147
733300,3,126,123,249
733400,3,69,78,147
733501,3,87,81,168
733502,3,69,66,132
733600,3,108,102,210
733700,3,129,126,255
733800,3,132,144,279
733900,3,129,117,246
734005,3,33,36,69
734006,3,78,54,132
734007,3,63,63,123
734008,3,60,45,102
734009,3,84,72,156
734010,3,66,72,141
734101,3,129,138,267
734102,3,135,135,270
734201,3,183,174,357
734202,3,57,63,120
734300,3,90,90,183
734400,3,132,120,252
734501,3,45,39,81
734502,3,96,78,174
734601,3,48,39,90
734602,3,102,87,186
734603,3,57,54,108
734701,3,42,54,99
734702,3,105,81,183
734703,3,60,45,105
734800,3,129,114,243
734901,3,147,165,312
734902,3,18,18,36
735000,3,78,54,135
735100,3,33,27,60
735200,3,189,210,399
735300,3,165,126,294
735400,3,126,93,216
735500,3,111,93,207
735600,3,27,27,57
735700,3,90,99,186
735800,3,54,54,111
735900,3,72,63,135
736000,3,93,87,183
736101,3,135,159,288
736102,3,42,42,87
736200,3,123,84,207
736300,3,66,63,129
736400,3,75,66,141
736501,3,60,60,120
736502,3,84,69,153
736601,3,90,63,153
736602,3,36,39,72
736701,3,96,78,174
736702,3,75,78,153
736800,3,120,102,222
736900,3,3,3,6
737000,3,168,171,339
737102,3,168,120,291
737103,3,147,132,279
737104,3,39,33,72
737105,3,66,60,123
737106,3,75,66,141
737200,3,93,84,177
737301,3,105,117,219
737302,3,72,66,138
737400,3,33,27,57
737500,3,156,168,324
737600,3,96,120,213
737700,3,78,63,141
737801,3,72,60,135
737802,3,39,42,81
737901,3,48,60,108
737902,3,42,42,81
738000,3,72,60,129
738101,3,36,54,90
738102,3,30,21,54
738200,3,87,69,156
738300,3,81,105,186
738401,3,69,60,126
738402,3,30,24,54
738500,3,132,114,246
738600,3,123,108,228
738700,3,96,96,192
738800,3,42,39,81
738901,3,42,45,87
738902,3,24,24,48
739000,3,81,84,165
739100,3,87,93,177
739200,3,60,54,114
739300,3,51,51,102
739400,3,99,81,177
739500,3,54,42,99
739600,3,69,72,141
739700,3,84,93,174
739801,3,87,66,153
739802,3,51,54,102
739901,3,78,75,150
739902,3,114,78,192
740000,3,132,138,270
740100,3,135,126,261
740200,3,156,126,279
740300,3,84,102,186
740400,3,69,60,132
740500,3,138,132,273
740600,3,96,78,171
740700,3,111,126,240
740800,3,84,78,162
740901,3,54,42,99
740902,3,57,45,102
740903,3,24,21,45
741001,3,30,30,60
741002,3,51,42,93
741003,3,51,45,96
741101,3,66,54,120
741102,3,45,42,87
741201,3,27,30,57
741202,3,96,78,174
741301,3,72,57,129
741302,3,99,87,186
741401,3,48,51,99
741402,3,48,45,93
741403,3,45,45,87
741500,3,63,63,129
741601,3,30,27,57
741602,3,39,48,87
741700,3,63,69,135
741800,3,33,30,63
741900,3,93,78,168
742000,3,96,78,171
742101,3,63,63,129
742102,3,120,108,231
742201,3,105,81,186
742202,3,69,69,135
742300,3,72,72,144
742400,3,117,105,222
742500,3,75,72,144
742600,3,45,51,96
742700,3,84,75,159
742800,3,75,60,135
742900,3,33,39,69
743000,3,126,117,246
743100,3,108,102,207
743200,3,177,168,348
743300,3,75,78,150
743400,3,54,48,102
743500,3,180,165,345
743600,3,165,150,312
743700,3,66,66,132
743800,3,75,72,147
743900,3,153,111,264
744000,3,75,75,150
744100,3,42,51,90
744200,3,90,75,165
744300,3,39,48,87
744400,3,63,57,120
744500,3,75,81,156
744600,3,63,87,150
744700,3,54,54,108
744800,3,78,69,147
744900,3,81,90,168
745000,3,117,84,201
745100,3,72,69,141
745200,3,81,87,168
745300,3,126,120,246
745400,3,126,111,237
745500,3,129,108,237
745600,3,63,45,108
745700,3,45,54,96
745800,3,93,87,180
745900,3,87,75,159
746000,3,69,75,144
746100,3,102,108,210
746200,3,75,72,144
746301,3,156,141,294
746308,3,156,144,300
746309,3,153,159,312
746310,3,123,144,264
746311,3,54,42,96
746312,3,213,198,414
746313,3,141,126,267
746314,3,12,12,24
746315,3,81,78,156
746316,3,117,117,234
746317,3,60,48,111
746318,3,78,63,141
746319,3,63,51,114
746320,3,72,78,150
746321,3,72,66,138
746322,3,33,39,72
746400,3,0,0,0
746500,3,111,96,204
746601,3,33,30,63
746602,3,57,57,111
746700,3,69,81,153
746800,3,51,54,105
746900,3,75,66,141
747000,3,72,72,144
747100,3,93,87,177
747200,3,84,90,171
747300,3,93,69,162
747401,3,42,45,90
747402,3,18,9,24
747500,3,75,75,153
747601,3,54,48,102
747602,3,9,12,24
747700,3,72,78,150
747801,3,33,45,75
747802,3,18,21,42
747803,3,33,45,81
747804,3,45,39,84
747900,3,210,198,408
748000,3,123,102,225
748100,3,75,93,165
748200,3,45,51,96
748301,3,45,45,87
748302,3,15,21,33
748400,3,57,45,99
748500,3,12,15,30
748600,3,120,111,228
748700,3,51,51,102
748800,3,105,108,210
748900,3,99,87,189
749001,3,6,9,15
749002,3,123,120,246
749100,3,42,33,78
749200,3,36,36,69
749300,3,0,0,0
749400,3,0,0,0
749500,3,0,0,0
749600,3,0,0,0
749700,3,0,0,0
749800,3,0,0,3
749900,3,0,0,0
750000,3,69,87,156
750100,3,0,0,0
750200,3,57,48,105
750300,3,99,114,210
750400,3,144,120,264
750500,3,90,99,189
750600,3,93,69,165
750700,3,153,153,306
750800,3,165,171,336
750900,3,90,81,171
751000,3,81,84,168
751100,3,102,105,210
751200,3,117,135,252
751300,3,96,111,207
751400,3,27,27,57
751500,3,87,90,177
751600,3,0,0,0
751700,3,0,0,0
751800,3,99,99,195
751900,3,87,81,171
752000,3,153,135,291
752100,3,84,72,156
752201,3,15,15,30
752202,3,45,30,72
752300,3,198,105,306
752400,3,111,87,201
752500,3,45,33,78
752601,3,15,18,30
752602,3,60,57,114
752700,3,84,87,168
752801,3,9,12,21
752802,3,57,66,123
752900,3,96,102,198
753000,3,54,45,102
753100,3,57,60,120
753201,3,36,42,78
753202,3,81,78,156
753302,3,36,39,78
753303,3,45,36,84
753304,3,18,18,36
753401,3,54,63,117
753402,3,9,12,21
753500,3,105,78,183
753600,3,117,99,216
753700,3,72,81,150
753800,3,93,90,186
753900,3,183,138,321
754000,3,0,0,6
754100,3,48,39,87
754200,3,105,96,201
754300,3,81,84,165
754400,3,51,51,102
754500,3,69,66,135
754600,3,72,84,156
754700,3,45,57,99
754800,3,54,48,102
754900,3,102,102,204
755000,3,45,51,96
755100,3,75,75,150
755200,3,48,48,96
755300,3,72,69,141
755400,3,96,96,189
755500,3,102,87,189
755600,3,93,75,171
755700,3,84,69,150
755800,3,54,51,105
755900,3,99,87,186
756000,3,117,99,219
756100,3,84,66,150
756200,3,78,60,138
756300,3,63,57,123
756400,3,57,48,105
756500,3,57,42,99
756600,3,117,123,240
756700,3,84,63,147
756800,3,45,48,93
756901,3,54,48,105
756902,3,24,27,51
757001,3,36,36,72
757002,3,36,36,75
757003,3,15,15,30
757100,3,60,72,132
757200,3,66,78,144
757300,3,24,33,57
757400,3,120,102,222
757500,3,132,111,243
757601,3,21,18,36
757602,3,51,48,99
757700,3,156,153,309
757800,3,45,51,96
757900,3,45,54,99
758000,3,39,48,87
758100,3,57,51,108
758200,3,27,24,51
758300,3,90,75,165
758400,3,120,141,261
758500,3,75,51,126
758600,3,96,96,189
758700,3,93,87,177
758800,3,72,60,132
758900,3,57,72,129
759000,3,66,75,144
759100,3,48,36,87
759200,3,33,36,69
759300,3,69,60,132
759400,3,69,78,147
759503,3,81,81,162
759504,3,84,81,162
759505,3,42,36,78
759507,3,48,42,87
759508,3,30,30,60
759509,3,60,48,108
759510,3,48,51,99
759511,3,51,54,105
759512,3,24,24,48
759513,3,24,30,54
759514,3,180,75,255
759515,3,141,150,288
759516,3,57,57,114
759517,3,45,45,90
759518,3,69,69,138
759519,3,51,54,105
759520,3,51,45,96
759521,3,117,96,210
759522,3,78,87,168
759523,3,54,48,102
759524,3,48,45,93
759525,3,51,45,96
759600,3,27,39,63
759702,3,183,153,333
759711,3,132,123,255
759712,3,156,144,300
759713,3,177,159,333
759715,3,165,177,345
759717,3,87,81,168
759719,3,171,177,351
759721,3,45,51,96
759722,3,45,54,96
759723,3,84,105,186
759724,3,78,63,141
759725,3,117,126,243
759727,3,147,159,309
759728,3,135,129,267
759729,3,120,93,213
759730,3,141,141,282
759731,3,30,33,63
759732,3,69,75,141
759733,3,72,66,138
759734,3,72,57,129
759735,3,96,87,180
759736,3,54,60,111
759737,3,36,30,63
759738,3,135,111,246
759739,3,90,96,186
759740,3,57,48,105
759741,3,57,63,120
759742,3,42,48,93
759743,3,54,45,99
759744,3,36,33,69
759745,3,66,48,114
759800,3,54,66,120
759901,3,183,177,357
759902,3,72,72,147
759903,3,57,54,108
760000,3,27,30,57
760113,3,87,69,153
760114,3,129,141,270
760117,3,111,99,210
760119,3,51,42,90
760120,3,87,81,165
760121,3,99,87,186
760122,3,99,123,225
760123,3,186,195,381
760124,3,90,78,165
760125,3,111,99,210
760126,3,12,12,21
760127,3,96,78,177
760128,3,48,54,102
760129,3,78,84,162
760130,3,42,33,78
760131,3,45,42,90
760132,3,72,72,144
760133,3,78,72,147
760134,3,129,138,270
760135,3,99,99,198
760136,3,129,129,261
760137,3,57,57,117
760138,3,189,162,351
760139,3,117,117,234
760140,3,105,99,201
760141,3,141,132,276
760142,3,0,0,0
760143,3,21,33,57
760144,3,27,30,57
760145,3,54,51,105
760146,3,39,42,84
760147,3,51,63,117
760148,3,57,54,114
760149,3,54,54,108
760150,3,57,57,114
760151,3,54,54,111
760152,3,24,33,57
760200,3,0,0,0
760300,3,15,15,30
760400,3,159,156,315
760500,3,39,36,75
760600,3,15,15,33
760701,3,3,9,15
760702,3,219,177,396
760703,3,129,114,240
760705,3,69,66,135
760706,3,90,87,180
760707,3,90,84,174
760708,3,81,81,165
760801,3,0,0,0
760803,3,135,126,261
760804,3,87,90,174
760805,3,186,171,357
760806,3,171,162,333
760807,3,126,114,240
760808,3,87,81,165
760809,3,246,234,477
760810,3,183,195,378
760811,3,150,162,312
760812,3,42,39,78
760902,3,21,18,42
760903,3,15,15,33
760904,3,21,24,45
760905,3,0,0,0
761000,3,102,93,192
761100,3,6,6,15
761200,3,39,30,66
761300,3,36,39,78
761400,3,33,24,57
761500,3,60,60,120
761601,3,45,42,84
761602,3,69,69,138
761603,3,12,12,21
761700,3,15,18,33
761800,3,15,21,36
761900,3,9,6,15
762000,3,66,66,132
762100,3,75,72,147
762200,3,60,57,117
762301,3,33,36,69
762302,3,21,18,39
762400,3,3,9,12
762501,3,42,30,72
762502,3,3,6,9
762600,3,24,21,45
762700,3,81,99,183
762800,3,126,108,234
762900,3,51,48,99
763000,3,60,54,114
763100,3,30,33,57
763201,3,18,18,36
763202,3,33,33,63
763300,3,42,48,87
763400,3,27,24,48
763500,3,18,18,33
763600,3,39,33,69
763700,3,42,39,78
763800,3,87,84,171
763900,3,105,108,213
764000,3,57,54,108
764100,3,51,51,108
764201,3,60,63,123
764202,3,0,0,0
764300,3,114,111,225
764400,3,75,66,138
764501,3,3,3,9
764502,3,24,18,42
764600,3,0,0,0
764700,3,93,96,189
764800,3,36,33,69
764901,3,72,72,141
764902,3,69,90,159
765001,3,24,27,51
765002,3,36,39,75
765003,3,33,27,57
765004,3,60,57,117
765101,3,0,0,0
765102,3,0,0,0
765103,3,33,33,69
765104,3,3,6,9
765105,3,3,9,12
765106,3,24,24,48
765107,3,12,9,21
765108,3,18,15,33
765109,3,21,18,36
765110,3,15,21,39
765111,3,9,15,21
765200,3,18,24,42
765300,3,12,12,27
765401,3,111,87,198
765402,3,54,54,105
765403,3,75,57,135
765404,3,33,39,72
765405,3,30,30,60
765406,3,66,66,132
765407,3,78,54,132
765408,3,81,75,159
765409,3,45,36,81
765410,3,0,0,0
765500,3,45,51,93
765600,3,129,183,309
765700,3,6,6,15
765800,3,114,93,207
765900,3,48,36,81
766000,3,45,51,93
766100,3,51,48,99
766200,3,6,6,9
766301,3,30,33,66
766302,3,63,60,123
766303,3,57,57,117
766400,3,87,87,174
766500,3,18,15,33
766600,3,3,6,12
766700,3,303,276,579
766800,3,171,165,336
766901,3,60,69,129
766902,3,72,72,144
766903,3,45,36,81
766904,3,54,51,108
767001,3,108,117,228
767002,3,93,78,171
767003,3,120,96,213
767004,3,180,138,321
767100,3,114,99,213
767201,3,15,9,27
767202,3,30,33,60
767203,3,36,30,69
767204,3,33,33,69
767301,3,75,75,150
767302,3,141,147,288
767400,3,285,279,564
767501,3,138,117,255
767502,3,87,84,171
767503,3,42,39,81
767600,3,135,87,219
767701,3,27,45,69
767702,3,24,27,51
767703,3,48,36,87
767704,3,36,39,75
767705,3,0,0,0
767803,3,45,33,84
767804,3,57,60,117
767805,3,42,51,90
767806,3,42,33,75
767807,3,57,60,117
767808,3,3,6,12
767809,3,51,48,96
767810,3,39,39,81
767811,3,30,27,57
767812,3,165,75,237
767813,3,36,36,75
767902,3,78,72,153
767903,3,180,150,327
767907,3,120,117,240
767909,3,66,63,126
767910,3,120,105,225
767911,3,81,78,159
767912,3,123,132,258
767913,3,75,78,150
767914,3,90,87,177
767915,3,54,51,105
767916,3,57,54,111
767917,3,57,60,120
767918,3,45,42,84
767919,3,66,57,120
767920,3,84,78,159
767921,3,0,0,0
767922,3,0,0,3
768001,3,84,87,171
768002,3,72,57,129
768003,3,99,81,180
768005,3,126,105,231
768006,3,84,72,153
768007,3,105,78,186
768008,3,138,123,261
768009,3,39,45,84
768010,3,99,108,210
768100,3,102,69,171
768200,3,153,126,279
768300,3,69,72,141
768400,3,57,69,129
768500,3,69,63,129
768601,3,21,15,36
768602,3,93,78,171
768603,3,30,33,63
768700,3,60,63,123
768800,3,48,42,90
768900,3,54,57,108
769008,3,9,9,18
769011,3,93,105,201
769012,3,111,105,213
769014,3,87,81,168
769016,3,75,69,144
769017,3,57,63,117
